,praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
5613,28.9,16.8,3.72,20.5,44.9,7.99,18.1,279.0,3.79,16.1,71.7
5614,105.0,40.3,11.3,18.4,13.9,14.7,27.1,359.0,28.4,30.5,7.17
5615,149.0,36.5,4.03,9.91,3.65,20.4,33.7,372.0,14.6,16.8,6.04
5616,21.5,6.67,17.9,89.8,31.6,39.2,55.2,257.0,16.4,22.7,10.6
5617,50.5,38.5,8.2,42.9,10.7,14.3,21.3,599.0,22.5,37.2,19.8
5618,100.0,48.7,7.5,17.0,16.3,16.3,23.5,300.0,12.3,11.1,2.71
5619,80.6,31.3,13.1,34.9,17.0,10.8,14.5,422.0,15.0,21.3,7.64
5620,56.7,26.7,9.22,15.1,2.57,6.26,9.73,352.0,38.2,54.7,30.5
5621,81.3,28.1,9.06,16.7,47.0,21.7,24.4,274.0,119.0,297.0,155.0
5622,44.9,22.9,9.47,14.7,17.3,11.8,30.8,466.0,13.2,17.9,4.49
5623,97.3,33.7,16.7,64.9,23.3,8.58,12.5,286.0,35.5,57.3,15.4
5624,61.0,31.9,17.8,16.4,10.1,13.3,28.1,1911.0,1.79,9.73,3.4
5625,64.4,33.1,20.2,578.0,82.8,7.77,18.9,368.0,1.84,17.8,76.4
5626,120.0,40.7,7.57,898.0,123.0,16.8,28.4,319.0,11.1,24.1,10.8
5627,20.7,6.61,16.0,16.4,9.47,3.62,21.3,874.0,17.5,22.5,5.05
5628,31.1,15.1,66.7,63.8,16.4,26.7,34.3,400.0,12.7,16.1,10.8
5629,25.5,28.1,5.23,7.17,42.2,64.9,104.0,1670.0,1.0,10.9,6.49
5630,69.8,23.7,5.19,14.6,47.4,28.6,69.8,491.0,22.5,26.2,7.64
5631,5.0,18.6,10.1,72.3,19.3,24.1,32.8,368.0,10.3,12.0,2.39
5632,72.3,41.4,21.3,34.9,12.3,5.0,14.9,433.0,15.8,17.2,11.0
5633,40.3,27.1,21.9,29.2,8.51,16.8,39.6,547.0,2.84,3.13,5.33
5634,7.99,29.4,10.4,62.1,4.45,12.4,21.3,441.0,54.7,96.5,48.3
5635,67.3,25.0,8.43,16.0,12.5,12.0,28.9,594.0,10.0,27.6,1.27
5636,59.9,19.5,1.0,213.0,5.28,2.44,9.06,188.0,26.7,31.9,13.1
5637,37.9,19.6,14.5,19.8,12.5,6.26,19.6,791.0,2.48,14.1,87.4
5638,73.0,37.9,43.3,68.5,11.5,21.3,48.7,1104.0,8.43,20.9,1.0
5639,75.0,28.6,33.4,57.8,15.3,25.5,40.7,407.0,13.3,20.2,5.67
5640,33.1,21.9,4.29,87.4,24.8,2.59,23.7,1084.0,16.7,28.4,8.2
5641,22.9,15.8,11.3,297.0,58.3,3.79,23.7,874.0,20.4,45.3,70.4
5642,11.3,17.6,7.91,18.4,55.2,23.7,82.0,939.0,12.9,13.0,7.91
5643,49.1,15.0,8.2,246.0,71.7,4.18,7.43,533.0,30.2,47.4,19.3
5644,37.9,38.5,4.45,60.4,22.5,3.37,20.2,491.0,20.4,29.4,5.19
5645,6.44,16.3,21.5,31.3,13.3,6.73,12.3,632.0,21.7,33.1,3.37
5646,56.2,29.4,42.2,13.1,49.6,3.37,8.74,389.0,3.75,5.78,4.57
5647,85.1,37.5,8.9,121.0,27.1,7.7,23.5,1114.0,22.5,42.9,2.81
5648,89.8,83.5,11.5,15.5,11.2,17.9,28.6,422.0,12.5,15.4,6.1
5649,74.3,32.2,14.2,15.3,11.4,13.3,30.0,500.0,2.76,6.49,11.9
5650,30.0,23.7,16.4,55.7,49.1,15.8,20.5,552.0,13.5,21.5,1.54
5651,106.0,25.5,6.85,34.3,35.2,6.38,29.4,931.0,9.56,17.9,7.99
5652,61.5,23.1,12.1,33.4,28.6,15.3,30.0,340.0,41.8,59.4,30.0
5653,85.8,20.5,135.0,422.0,250.0,22.3,46.1,1486.0,6.04,7.64,4.37
5654,47.8,17.9,19.5,55.2,41.8,19.8,28.9,426.0,14.7,21.3,10.7
5655,35.5,29.4,11.5,57.3,34.6,6.32,17.0,820.0,5.0,5.88,29.7
5656,48.3,19.1,10.1,25.5,31.9,11.2,24.6,514.0,2.11,16.7,94.7
5657,111.0,36.8,6.26,115.0,13.7,5.23,30.5,717.0,20.0,42.6,14.1
5658,53.3,20.9,22.3,35.2,10.6,3.92,26.7,764.0,16.0,28.4,9.91
5659,14.3,13.6,10.6,355.0,69.8,6.49,3.96,542.0,19.8,48.3,25.0
5660,39.6,11.1,16.0,43.7,53.8,25.3,44.1,496.0,14.3,26.2,19.6
5661,14.3,23.1,7.57,267.0,28.9,10.0,35.5,1433.0,19.3,34.6,9.82
5662,126.0,45.7,8.82,90.6,15.8,6.38,26.9,828.0,7.84,17.9,1.0
5663,31.9,17.3,12.4,20.4,5.42,7.91,9.82,770.0,12.7,17.2,6.67
5664,56.2,30.2,16.4,16.4,16.4,5.33,13.9,610.0,1.88,1.05,5.62
5665,131.0,85.1,1.54,126.0,11.8,5.0,16.4,514.0,20.0,27.1,8.2
5666,34.9,10.8,15.7,16.3,3.4,13.3,26.2,1009.0,21.5,42.6,9.31
5667,30.5,12.9,9.73,96.5,12.0,1.96,4.66,76.4,1.0,66.1,3.52
5668,8.66,20.9,9.73,14.7,35.5,10.0,16.1,528.0,2.64,42.9,75.7
5669,46.1,16.1,2.39,16.8,45.3,19.3,38.2,723.0,15.1,28.4,8.98
5670,59.4,33.1,14.2,10.4,9.31,12.0,27.9,276.0,17.6,7.84,2.79
5671,93.1,22.3,5.73,47.8,10.1,12.5,24.1,334.0,10.5,17.9,8.82
5672,38.5,22.5,5.78,74.3,23.3,10.6,13.0,835.0,15.8,23.3,7.57
5673,99.1,43.7,1.0,161.0,23.3,7.64,17.9,578.0,5.14,17.3,21.3
5674,76.4,22.7,10.1,71.7,24.4,38.5,88.2,500.0,20.9,24.1,13.2
5675,106.0,66.7,9.65,12.1,31.9,23.5,31.9,449.0,4.53,15.3,14.3
5676,112.0,28.1,10.8,28.6,15.8,21.1,35.5,410.0,23.9,35.2,9.73
5677,105.0,58.3,68.5,215.0,20.7,2.5,30.0,820.0,9.14,13.9,1.83
5678,94.7,26.2,7.91,118.0,27.9,12.5,24.6,523.0,9.06,10.0,1.7
5679,87.4,153.0,9.91,42.9,6.73,23.5,31.1,334.0,12.7,20.2,12.5
5680,120.0,41.0,15.0,57.8,24.6,20.9,32.8,379.0,1.0,18.9,97.3
5681,52.3,25.0,9.82,119.0,16.3,24.4,92.2,1582.0,2.41,12.4,58.3
5682,19.5,26.4,7.5,21.5,93.9,3.46,13.7,882.0,22.5,41.8,13.0
5683,92.2,28.9,9.06,3.46,23.3,15.3,31.1,429.0,10.8,9.39,1.95
5684,133.0,52.8,4.41,93.1,31.6,2.27,11.3,956.0,18.1,25.0,6.1
5685,31.6,16.7,12.2,17.5,14.9,6.73,21.3,806.0,7.77,9.82,12.4
5686,57.8,19.6,13.5,33.4,6.61,44.9,79.1,931.0,15.8,21.7,13.7
5687,70.4,25.5,3.31,11.7,5.78,20.2,25.9,284.0,30.8,59.4,12.6
5688,66.7,23.5,1.0,124.0,14.9,11.5,17.2,461.0,37.5,59.4,21.3
5689,31.6,12.4,30.5,53.3,15.7,17.5,35.5,331.0,23.7,36.5,9.65
5690,86.6,24.1,4.57,15.8,18.8,30.8,56.2,737.0,11.4,17.8,3.72
5691,118.0,31.9,15.7,15.5,26.4,4.0,16.8,632.0,9.91,11.1,7.3
5692,61.5,16.8,5.23,105.0,22.9,5.73,27.6,396.0,25.0,25.9,5.94
5693,34.9,16.1,11.8,46.6,20.5,16.8,15.4,343.0,14.3,22.5,9.14
5694,28.6,17.5,7.57,94.7,6.85,20.9,72.3,115.0,6.04,52.3,67.9
5695,25.5,12.4,23.1,38.5,15.5,25.5,36.5,426.0,13.0,20.2,13.2
5696,31.3,28.6,13.3,7.23,1.12,2.17,9.65,262.0,12.2,2.89,4.74
5697,115.0,39.2,7.5,66.1,11.2,22.7,27.6,250.0,36.2,57.8,16.5
5698,76.4,41.4,18.4,281.0,68.5,9.22,21.5,667.0,16.4,29.4,14.2
5699,99.1,28.6,8.9,186.0,10.6,19.3,32.8,737.0,25.5,26.9,7.57
5700,74.3,21.1,3.46,10.1,25.0,13.7,16.7,487.0,10.3,12.3,10.6
5701,93.1,31.1,10.6,137.0,23.5,16.3,25.7,422.0,9.65,23.1,5.14
5702,10.1,22.3,21.3,35.5,15.5,4.53,9.31,359.0,13.0,27.1,17.0
5703,27.6,39.2,10.5,12.3,3.52,7.84,17.3,730.0,5.28,34.0,142.0
5704,12.6,20.5,10.8,227.0,28.9,13.0,25.5,514.0,14.6,20.2,19.3
5705,100.0,28.4,27.1,215.0,67.3,26.2,30.8,331.0,25.7,37.5,10.6
5706,23.7,23.9,1.0,407.0,43.3,5.78,17.6,1459.0,11.9,20.7,3.65
5707,75.0,24.8,9.91,16.5,88.2,15.8,31.1,429.0,1.72,2.64,2.71
5708,54.7,46.6,17.9,24.1,17.0,25.0,33.4,337.0,18.3,27.6,6.49
5709,52.8,28.6,5.83,92.2,17.6,8.2,13.6,685.0,18.3,24.6,11.8
5710,73.0,20.5,16.5,8.98,5.78,14.9,34.3,271.0,3.49,2.35,7.5
5711,27.9,17.5,5.62,10.5,36.8,33.1,44.5,632.0,16.3,26.4,13.0
5712,89.0,77.7,14.9,25.3,34.6,11.8,22.9,441.0,1.0,8.51,9.65
5713,11.2,1.83,15.1,24.8,61.0,4.57,20.4,638.0,15.8,19.8,6.85
5714,112.0,32.8,18.4,30.5,7.64,8.35,12.3,441.0,17.6,21.1,4.07
5715,28.9,20.4,18.3,25.3,11.8,5.14,20.5,23.1,20.0,26.9,14.6
5716,12.7,13.7,18.6,55.2,23.5,9.22,15.0,649.0,16.3,17.8,5.28
5717,59.9,24.6,14.5,67.3,21.5,29.4,48.3,466.0,18.9,24.8,1.81
5718,29.4,16.7,5.09,26.7,49.1,5.23,28.1,723.0,5.23,10.0,39.6
5719,47.4,33.4,12.7,289.0,59.4,12.9,31.6,523.0,6.55,11.1,22.1
5720,13.6,8.74,13.0,39.2,25.0,18.4,30.2,379.0,15.7,37.9,8.74
5721,106.0,108.0,4.66,10.9,21.9,10.6,22.9,396.0,32.8,48.7,20.2
5722,39.6,13.2,9.14,66.1,5.47,12.4,25.7,496.0,18.8,28.6,8.74
5723,88.2,54.7,5.47,15.8,4.03,10.5,29.4,649.0,3.43,22.7,61.5
5724,29.4,16.1,10.3,21.1,2.89,10.6,20.5,449.0,4.14,7.17,4.7
5725,72.3,48.3,14.6,103.0,24.4,26.7,40.3,396.0,17.6,23.3,2.81
5726,36.8,13.7,10.9,170.0,18.1,16.1,39.6,457.0,20.5,25.5,6.32
5727,109.0,45.3,13.7,16.5,11.1,11.5,22.3,528.0,3.13,7.64,27.4
5728,27.4,19.8,25.5,528.0,93.1,20.9,37.5,385.0,3.55,16.0,106.0
5729,25.9,30.2,6.67,289.0,13.6,9.31,20.2,583.0,19.6,34.3,12.9
5730,16.0,7.77,1.0,239.0,30.2,11.7,20.4,562.0,1.36,1.27,1.06
5731,118.0,56.7,13.2,24.8,38.2,58.8,85.1,799.0,13.7,20.7,8.43
5732,36.5,18.1,9.06,120.0,32.8,3.37,24.6,154.0,13.7,19.3,6.1
5733,35.5,14.6,8.06,10.4,14.5,24.4,32.8,352.0,19.8,34.0,12.2
5734,34.3,16.8,14.5,17.3,12.3,54.2,135.0,2813.0,11.8,30.2,139.0
5735,13.8,19.3,15.4,85.8,19.1,20.7,53.3,717.0,3.68,22.1,67.9
5736,66.1,22.3,4.49,161.0,33.4,34.0,53.3,343.0,16.1,39.6,18.8
5737,32.2,14.9,14.6,10.7,8.82,14.1,26.2,328.0,12.9,21.1,5.57
5738,8.74,19.8,8.43,56.2,29.7,15.3,19.1,429.0,37.9,67.9,27.6
5739,103.0,23.9,9.22,173.0,470.0,15.8,34.3,235.0,18.9,41.4,12.7
5740,98.2,33.4,10.0,18.4,21.1,10.3,15.8,615.0,1.0,31.1,2.19
5741,25.0,14.6,36.8,43.3,13.9,12.5,16.0,567.0,14.3,17.6,6.67
5742,110.0,36.8,32.8,44.9,7.04,8.28,17.6,129.0,9.06,8.06,5.14
5743,58.3,18.8,13.5,27.9,12.2,13.1,25.3,1877.0,31.6,47.4,13.8
5744,20.9,8.2,13.8,15.0,8.58,18.9,31.9,346.0,16.5,19.3,1.43
5745,105.0,58.8,12.1,41.0,44.1,11.1,26.2,552.0,13.0,25.3,5.42
5746,64.9,29.4,17.8,109.0,34.3,4.33,9.73,379.0,15.1,13.6,2.84
5747,88.2,25.0,46.1,62.1,8.82,6.79,12.9,851.0,15.3,26.2,7.17
5748,69.2,18.1,5.14,121.0,24.4,8.58,37.2,186.0,20.0,23.3,14.7
5749,51.9,28.6,13.9,16.3,7.77,30.2,58.8,1715.0,21.5,28.1,3.0
5750,28.4,20.4,16.1,12.4,2.35,5.52,17.0,316.0,18.6,27.1,5.99
5751,45.3,21.5,15.4,115.0,29.4,3.96,60.4,757.0,8.06,13.7,21.3
5752,157.0,73.7,10.9,16.0,40.7,10.7,18.4,334.0,23.1,34.0,6.32
5753,31.6,24.6,13.7,9.82,7.99,2.37,7.04,117.0,28.1,40.3,14.5
5754,139.0,37.5,54.2,80.6,20.5,8.74,25.3,379.0,11.1,17.2,6.1
5755,56.7,33.7,3.22,141.0,38.9,5.52,26.2,514.0,1.42,90.6,8.43
5756,79.9,31.9,15.0,24.6,20.9,23.5,85.8,973.0,8.28,20.4,1.0
5757,49.6,11.1,9.39,14.9,1.0,2.29,7.84,552.0,19.3,36.2,14.7
5758,79.1,30.8,5.73,120.0,25.7,37.2,48.3,649.0,11.2,13.7,4.91
5759,36.5,21.7,42.6,71.7,12.6,11.1,22.7,375.0,15.7,29.4,11.1
5760,50.0,13.0,2.55,11.0,37.5,3.16,10.0,176.0,18.3,31.1,9.65
5761,20.7,33.7,15.4,15.3,12.7,32.8,50.0,470.0,10.5,14.7,3.75
5762,58.8,22.5,15.5,23.3,17.5,4.87,6.26,274.0,15.3,23.9,4.66
5763,52.3,14.6,6.67,82.0,8.13,8.13,19.8,533.0,4.22,13.9,14.9
5764,86.6,29.7,11.9,65.5,12.3,27.4,47.4,227.0,11.7,21.1,2.33
5765,91.4,55.2,8.2,21.7,11.7,19.1,34.0,418.0,11.9,15.5,9.47
5766,32.5,14.5,11.9,16.5,48.3,22.1,38.9,343.0,3.28,27.9,87.4
5767,57.8,32.5,13.0,93.9,23.1,4.53,32.2,2247.0,28.9,26.2,1.0
5768,65.5,19.8,9.31,22.3,22.7,20.4,45.3,939.0,12.0,21.7,5.33
5769,64.9,22.9,13.2,31.9,4.14,13.7,44.5,1298.0,11.4,25.9,12.4
5770,5.67,17.8,19.6,20.5,7.1,14.5,25.9,717.0,21.9,34.9,8.06
5771,57.8,32.5,8.9,12.2,6.04,6.92,36.8,62.6,7.5,12.7,5.99
5772,189.0,153.0,13.6,21.1,5.94,21.9,29.7,253.0,18.1,27.6,6.32
5773,31.9,26.9,23.7,51.4,22.7,6.61,10.9,573.0,29.4,42.6,13.1
5774,30.0,11.0,7.5,14.9,16.0,26.4,41.8,685.0,19.3,33.7,9.06
5775,16.4,13.9,4.57,138.0,24.4,11.8,35.2,1322.0,16.0,18.4,9.82
5776,46.6,18.3,33.7,65.5,4.87,21.1,35.2,429.0,15.0,37.5,21.7
5777,27.6,21.1,22.3,20.7,31.9,6.1,28.4,679.0,9.39,50.0,98.2
5778,62.6,18.4,7.57,23.3,7.77,6.15,9.82,255.0,1.18,24.8,1.46
5779,92.2,47.0,18.9,16.5,4.78,1.08,4.74,25.3,7.04,43.7,106.0
5780,50.9,30.2,1.43,340.0,55.7,10.6,19.1,340.0,37.5,69.2,17.0
5781,53.8,14.7,31.9,46.1,13.6,21.9,51.4,914.0,10.4,20.2,7.3
5782,102.0,30.8,9.06,95.6,18.6,4.18,17.2,621.0,5.99,15.5,4.87
5783,72.3,39.2,21.1,14.6,20.4,6.55,12.2,478.0,14.1,20.7,10.6
5784,86.6,31.1,27.9,98.2,37.2,13.8,18.4,149.0,15.4,21.5,8.66
5785,110.0,35.2,56.2,111.0,34.9,7.04,15.8,407.0,14.7,5.33,7.99
5786,42.6,24.1,6.1,20.4,49.6,4.66,13.3,466.0,14.7,14.1,1.65
5787,9.91,25.5,12.3,23.9,47.0,20.7,30.0,396.0,6.73,18.6,47.8
5788,106.0,54.2,7.23,16.5,63.2,3.52,4.26,379.0,18.6,27.4,5.52
5789,34.9,17.2,12.4,32.8,15.0,13.6,21.7,594.0,10.3,16.0,2.84
5790,4.22,7.57,1.67,437.0,73.0,6.04,13.2,375.0,8.9,20.2,4.37
5791,54.2,24.4,31.9,38.5,8.82,4.0,8.58,122.0,17.5,22.9,3.55
5792,36.5,14.5,6.49,53.8,19.8,5.19,9.39,253.0,9.65,8.9,3.75
5793,75.7,18.9,39.2,34.0,9.82,6.92,20.4,429.0,12.5,17.0,4.45
5794,29.4,22.3,5.99,92.2,14.3,17.5,33.7,355.0,20.2,18.1,2.09
5795,49.6,16.1,17.9,21.9,13.1,7.5,37.5,698.0,14.2,24.6,7.99
5796,4.74,18.9,5.88,183.0,33.7,19.3,30.2,375.0,21.5,28.6,13.5
5797,56.2,37.2,12.1,75.7,31.1,16.8,36.5,375.0,13.3,7.64,4.83
5798,85.1,28.6,1.0,164.0,2.64,11.0,19.6,375.0,5.88,4.74,3.68
5799,14.2,15.4,12.4,14.1,10.2,2.62,11.5,385.0,18.6,36.2,18.8
5800,120.0,57.3,11.4,39.2,58.8,20.2,22.3,325.0,13.8,35.5,93.9
5801,46.6,20.7,19.1,26.2,16.3,21.1,32.8,407.0,63.2,88.2,27.4
5802,29.7,20.7,12.1,253.0,43.7,9.31,19.3,1155.0,13.2,26.2,10.8
5803,79.9,26.2,2.92,45.3,6.92,10.6,25.9,519.0,20.4,27.9,4.87
5804,15.7,29.7,42.6,83.5,51.9,18.6,77.0,4914.0,16.7,27.6,13.6
5805,149.0,110.0,23.9,79.9,82.0,7.64,30.8,1382.0,15.8,25.0,9.56
5806,85.8,23.9,27.6,34.3,17.0,19.5,27.6,305.0,13.5,16.5,10.4
5807,52.3,37.2,17.6,33.7,15.5,6.21,23.1,956.0,13.8,17.9,7.64
5808,160.0,157.0,16.7,153.0,25.3,25.7,32.5,313.0,23.3,28.1,3.82
5809,99.1,19.6,8.82,17.9,40.0,22.9,40.7,429.0,13.0,15.0,1.0
5810,31.3,19.1,8.51,22.1,17.9,17.8,33.7,355.0,10.7,18.6,6.79
5811,14.3,22.1,18.4,11.4,1.68,22.5,39.2,426.0,8.9,17.3,3.19
5812,88.2,52.8,9.47,14.6,8.28,34.9,56.7,400.0,20.9,38.9,14.2
5813,38.9,20.2,15.7,16.3,1.29,9.14,75.7,1433.0,33.1,50.9,8.98
5814,175.0,49.1,7.84,7.77,26.2,17.3,34.0,313.0,14.2,14.6,2.97
5815,125.0,61.0,23.1,41.4,10.5,8.98,61.0,874.0,13.9,15.7,2.97
5816,26.4,13.7,16.7,98.2,21.3,11.5,30.8,470.0,4.1,36.5,147.0
5817,54.2,22.3,9.47,149.0,14.3,13.5,22.9,956.0,2.48,3.0,3.62
5818,13.2,6.79,6.21,149.0,27.6,32.8,50.9,418.0,25.3,26.9,10.0
5819,20.0,23.1,5.62,125.0,42.2,44.5,89.0,1860.0,5.19,14.3,3.43
5820,32.8,20.9,9.65,58.8,11.5,11.7,18.6,552.0,12.7,17.3,11.4
5821,30.5,48.3,10.5,54.2,16.0,14.7,32.8,491.0,16.8,19.3,9.31
5822,75.7,28.6,3.28,10.7,7.3,20.9,34.9,328.0,13.9,28.6,6.67
5823,50.5,20.0,13.3,179.0,27.9,10.5,28.1,1165.0,1.0,15.8,1.0
5824,34.9,20.4,15.3,20.7,14.7,32.5,57.8,1055.0,16.4,21.1,6.98
5825,30.8,12.3,14.6,13.8,2.11,4.37,18.6,368.0,2.97,1.0,2.27
5826,56.2,27.4,8.98,141.0,31.3,10.7,21.1,505.0,13.6,15.5,5.05
5827,16.3,9.31,17.6,25.3,62.1,10.3,33.7,441.0,1.32,5.78,6.85
5828,18.9,5.94,11.5,172.0,25.7,2.07,13.8,528.0,7.57,11.2,12.0
5829,49.1,9.91,13.8,23.3,44.5,8.13,46.6,259.0,22.3,39.6,25.9
5830,20.4,15.0,2.17,257.0,20.4,4.53,8.82,31.9,10.7,11.5,13.3
5831,23.9,33.7,23.7,17.9,11.1,9.06,16.0,567.0,13.9,15.5,7.64
5832,71.0,22.3,18.9,20.7,10.0,28.4,36.8,858.0,10.2,5.67,5.38
5833,27.4,24.1,10.0,21.5,17.5,12.1,27.1,599.0,19.6,36.8,8.35
5834,25.3,28.4,13.0,16.3,38.5,6.1,16.8,655.0,6.04,20.0,121.0
5835,12.6,26.2,11.1,63.8,28.4,11.4,62.6,457.0,18.6,94.7,514.0
5836,165.0,37.5,16.7,72.3,27.1,14.1,20.2,244.0,15.3,15.1,1.89
5837,64.4,26.9,34.3,36.2,30.5,5.33,57.3,1000.0,16.7,28.6,16.0
5838,36.8,8.35,5.0,131.0,20.7,6.44,38.9,791.0,21.3,27.6,7.43
5839,84.3,48.3,1.0,294.0,21.3,33.4,52.3,453.0,22.7,24.4,7.64
5840,8.66,22.5,8.74,31.6,46.6,13.9,25.0,626.0,29.4,34.0,1.93
5841,7.57,4.91,8.58,18.8,117.0,10.7,17.3,470.0,14.3,21.3,17.5
5842,30.5,37.5,4.33,16.5,23.9,4.37,14.9,250.0,3.25,1.17,6.49
5843,7.91,21.7,7.99,165.0,46.1,22.5,36.8,437.0,20.2,20.9,8.43
5844,7.17,16.3,2.79,11.5,11.5,20.0,27.9,466.0,31.3,71.0,24.6
5845,106.0,34.3,1.0,209.0,31.6,9.47,15.5,422.0,9.39,10.8,10.2
5846,23.5,13.6,40.7,372.0,37.9,4.96,14.1,851.0,9.14,30.0,85.8
5847,16.5,14.7,14.9,79.9,37.9,2.76,6.98,213.0,1.81,8.43,51.4
5848,17.8,18.9,15.3,396.0,48.7,25.0,52.3,750.0,16.3,49.1,75.7
5849,5.88,8.51,28.9,26.2,7.3,73.0,112.0,1219.0,1.0,20.7,47.4
5850,17.3,18.9,14.6,19.1,5.14,16.5,32.2,710.0,1.0,1.0,30.2
5851,47.4,40.0,20.9,21.7,15.8,81.3,121.0,1877.0,7.3,28.1,93.1
5852,10.6,12.7,11.0,124.0,22.5,11.5,37.5,770.0,6.73,27.1,60.4
5853,10.3,15.0,37.2,34.9,14.6,89.0,133.0,407.0,15.1,46.1,85.1
5854,13.7,16.5,4.83,18.4,1.22,21.9,27.4,610.0,2.05,19.1,75.7
5855,25.5,17.9,22.3,17.2,17.5,13.7,23.1,604.0,31.3,45.7,72.3
5856,13.2,15.7,60.4,389.0,59.9,26.2,41.4,359.0,1.0,2.41,37.9
5857,63.8,50.9,32.5,23.9,4.03,151.0,248.0,3619.0,15.0,33.4,41.8
5858,17.0,16.8,22.5,22.3,12.5,12.0,22.5,547.0,17.6,24.6,36.5
5859,49.6,71.0,23.9,13.0,10.0,113.0,204.0,3308.0,15.3,67.9,340.0
5860,20.4,18.6,54.2,322.0,54.7,51.4,75.7,235.0,20.2,37.9,45.7
5861,14.5,13.0,26.4,18.1,9.31,41.0,75.7,638.0,1.0,2.21,42.6
5862,36.8,22.9,5.73,1.0,15.4,36.2,62.1,1794.0,17.6,33.7,41.8
5863,14.9,34.3,20.7,18.8,8.82,106.0,163.0,2642.0,31.9,95.6,113.0
5864,102.0,81.3,6.1,26.4,23.9,123.0,217.0,1843.0,3.85,5.78,44.9
5865,16.4,25.7,59.9,71.7,16.5,183.0,257.0,1811.0,4.41,31.6,81.3
5866,22.9,15.0,3.72,1.01,9.73,89.0,126.0,368.0,1.95,5.88,21.3
5867,80.6,86.6,64.9,294.0,27.1,47.0,61.0,491.0,23.1,38.2,52.8
5868,9.31,6.44,22.7,16.7,18.8,123.0,202.0,3220.0,1.14,3.28,46.1
5869,14.2,10.0,86.6,466.0,93.9,37.9,54.2,445.0,42.6,90.6,400.0
5870,19.3,13.8,21.3,30.8,15.5,4.7,42.9,538.0,14.1,31.9,48.3
5871,33.4,19.6,14.2,19.3,12.7,158.0,213.0,334.0,17.8,31.3,34.9
5872,38.5,27.1,34.0,31.6,3.62,114.0,202.0,2017.0,33.4,77.7,167.0
5873,59.4,75.0,22.7,29.2,3.75,32.2,42.6,615.0,3.37,17.6,80.6
5874,15.3,16.7,12.2,239.0,28.1,5.33,7.99,328.0,14.6,22.7,8.06
5875,21.7,32.5,20.7,34.3,5.57,97.3,175.0,2642.0,30.8,55.2,76.4
5876,30.0,14.9,22.3,35.5,2.46,137.0,316.0,5829.0,1.0,14.1,13.2
5877,31.6,13.0,26.4,37.2,1.0,23.1,35.2,1275.0,6.38,5.33,50.5
5878,18.8,11.1,71.0,466.0,64.4,20.0,39.6,615.0,14.9,44.5,110.0
5879,7.64,28.1,6.79,18.1,7.77,47.0,64.4,1104.0,23.7,45.7,44.9
5880,40.7,59.9,1.86,4.41,3.19,29.2,43.3,644.0,25.7,40.0,53.8
5881,21.9,28.1,84.3,403.0,76.4,125.0,186.0,1568.0,4.1,9.47,30.5
5882,51.4,22.1,94.7,117.0,17.6,76.4,102.0,947.0,8.58,25.7,129.0
5883,30.5,15.5,53.3,142.0,19.1,77.7,151.0,2738.0,94.7,179.0,328.0
5884,8.9,13.3,74.3,359.0,54.2,7.77,21.7,519.0,10.6,7.37,43.3
5885,37.2,19.1,11.8,19.8,7.17,8.9,17.0,588.0,1.0,1.0,44.5
5886,13.8,9.56,16.7,146.0,19.3,175.0,223.0,661.0,10.4,42.2,70.4
5887,11.1,25.0,85.1,552.0,93.9,20.9,35.9,331.0,18.3,22.5,32.2
5888,17.2,6.79,28.9,29.2,11.1,11.4,30.8,552.0,3.75,4.33,44.9
5889,61.5,93.1,17.0,21.1,1.01,4.26,15.1,599.0,23.9,38.5,106.0
5890,17.2,13.7,57.3,97.3,31.3,37.5,66.7,2329.0,8.74,2.33,35.2
5891,16.8,46.1,18.6,63.2,11.8,18.9,31.9,649.0,8.2,23.5,50.9
5892,12.1,10.5,21.3,18.9,4.26,176.0,483.0,8354.0,15.1,9.06,53.8
5893,17.3,26.4,82.8,414.0,106.0,40.0,64.9,1018.0,13.0,20.9,27.6
5894,21.5,22.3,73.0,519.0,87.4,3.72,12.3,851.0,1.31,33.1,10.9
5895,25.7,15.8,34.3,37.5,2.89,5.23,20.2,422.0,1.0,64.4,8.28
5896,13.1,11.7,21.7,132.0,42.2,36.5,49.1,542.0,1.08,5.88,13.2
5897,44.1,29.2,39.6,119.0,63.2,36.8,47.8,365.0,3.52,6.79,30.2
5898,38.2,14.2,7.1,28.1,8.98,172.0,233.0,1075.0,8.58,25.7,57.3
5899,32.2,35.2,35.9,276.0,61.0,44.9,62.6,418.0,8.43,32.8,77.0
5900,34.6,18.8,54.2,313.0,54.7,16.1,34.3,704.0,1.0,13.7,8.06
5901,4.96,12.6,47.8,57.8,19.6,3.43,19.1,655.0,19.5,42.9,62.6
5902,28.4,31.9,59.4,257.0,57.3,6.26,17.2,382.0,10.5,18.9,57.3
5903,69.8,50.0,20.7,19.5,12.3,59.4,104.0,337.0,34.3,72.3,139.0
5904,32.2,21.3,104.0,519.0,87.4,45.7,61.5,1286.0,22.1,34.3,42.6
5905,30.0,32.5,17.0,22.1,7.5,49.6,86.6,1124.0,23.1,40.0,47.0
5906,40.7,19.5,1.26,1.07,1.55,77.7,81.3,279.0,7.7,13.0,64.9
5907,22.1,17.2,33.1,14.6,17.0,26.9,27.4,433.0,25.5,62.6,231.0
