,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Side,City,County,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Humidity(%),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition
6369,2,2018-02-28 8:47,2018-02-28 14:47,37.80036,-122.44711,37.80036,-122.44711,0,At Baker St/Chestnut St - Accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-28 8:48,51.1,68,10,West,10.4,,Mostly Cloudy
6371,2,2018-03-01 12:56,2018-03-01 18:56,37.73235,-122.4141,37.73174,-122.40434,0.535,Ramp to US-101/James Lick Fwy Southbound - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-01 14:56,57.9,62,10,SW,18.4,,Mostly Cloudy
6372,2,2018-03-01 12:56,2018-03-01 18:56,37.73174,-122.40434,37.72792,-122.40295,0.275,Ramp to Alemany Blvd - Accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-01 14:56,57.9,62,10,SW,18.4,,Mostly Cloudy
6375,2,2018-03-05 15:14,2018-03-05 21:14,37.74292,-122.397,37.75052,-122.39235,0.583,Ramp to Army St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-05 14:56,60.1,39,10,North,4.6,,Partly Cloudy
6376,2,2018-03-05 18:12,2018-03-06 0:12,37.73318,-122.41221,37.74041,-122.40782,0.554,Ramp to Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-05 17:56,57,62,10,North,4.6,,Mostly Cloudy
6378,2,2018-03-06 17:18,2018-03-06 23:18,37.765912,-122.40523,37.752966,-122.40302,0.903,Between I-80 and Army St/Potrero Ave - Accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-06 16:56,62.1,52,10,NNW,4.6,,Mostly Cloudy
6380,2,2018-03-06 21:11,2018-03-07 3:11,37.77304,-122.40657,37.77579,-122.40504,0.208,At 7th St/Bryant St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-06 20:56,55.9,62,10,Calm,,,Scattered Clouds
6381,2,2018-03-07 14:56,2018-03-07 20:56,37.77304,-122.40657,37.77579,-122.40504,0.208,At 7th St/Bryant St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-07 14:56,66.9,17,10,South,13.8,,Partly Cloudy
6384,2,2018-03-09 8:24,2018-03-09 14:24,37.765909,-122.40523,37.764254,-122.405106,0.115,At Vermont St - Accident. Lane blocked.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-09 7:56,50,93,6,NW,3.5,,Mostly Cloudy
6385,2,2018-03-09 12:09,2018-03-09 18:09,37.74492,-122.40505,37.75251,-122.40279,0.539,At Army St/Potrero Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-09 11:56,55,80,10,NE,8.1,,Overcast
6387,2,2018-03-12 18:55,2018-03-13 0:55,37.72142,-122.44842,37.71974,-122.4484,0.116,Ramp to I-280/John F Foran Fwy - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-12 18:56,61,87,8,ESE,15,0.03,Light Rain
6388,2,2018-03-12 21:27,2018-03-13 3:27,37.80821,-122.47655,37.83165,-122.48014,1.631,Between Golden Gate Bridge/Toll Plaza and Golden Gate Brg (Marin County) - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-12 21:56,63,81,8,SE,10.4,,Overcast
6389,2,2018-03-14 9:52,2018-03-14 15:52,37.72135,-122.44822,37.71974,-122.4484,0.112,At Geneva Ave - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-14 9:56,53.1,77,10,SSE,3.5,,Mostly Cloudy
6390,2,2018-03-14 16:15,2018-03-14 22:15,37.769357,-122.411176,37.769357,-122.411176,0,At I-80/James Lick Skwy - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-14 15:56,57,62,10,SW,13.8,,Mostly Cloudy
6391,2,2018-03-14 17:22,2018-03-14 23:22,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-14 17:09,57,57,10,West,15,,Mostly Cloudy
6395,2,2018-03-16 18:45,2018-03-17 0:45,37.63275,-122.40273,37.64126,-122.40579,0.611,At I-380/Access Rd - Accident.,R,San Francisco,San Mateo,US/Pacific,KSFO,2018-03-16 18:56,50,71,10,West,9.2,0,Light Rain
6396,2,2018-03-20 9:37,2018-03-20 15:37,37.724,-122.44703,37.72536,-122.4465,0.098,Ramp to Ocean Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-20 9:56,53.1,80,9,South,6.9,0.02,Light Rain
6398,2,2018-03-22 6:01,2018-03-22 12:01,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-22 5:56,59,83,7,South,18.4,0.09,Light Rain
6399,2,2018-03-22 6:14,2018-03-22 12:14,37.73226,-122.43197,37.73016,-122.4394,0.431,At Monterey Blvd/San Jose Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-22 5:56,59,83,7,South,18.4,0.09,Light Rain
6400,3,2018-03-22 11:04,2018-03-22 17:04,37.80715,-122.47567,37.80706,-122.47557,0.008,At Golden Gate Bridge/Toll Plaza - Accident. Fuel spillage accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-22 10:56,54,83,7,West,18.4,0.03,Overcast
6403,3,2018-03-22 17:58,2018-03-22 23:58,37.74063,-122.40793,37.73515,-122.40685,0.383,At I-280/Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-22 17:56,54,47,10,West,25.3,,Scattered Clouds
6405,3,2018-03-27 8:17,2018-03-27 14:17,37.73235,-122.4141,37.73679,-122.40319,0.67,At US-101 (San Francisco) - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-27 7:56,54,66,10,West,5.8,,Partly Cloudy
6409,2,2018-03-30 15:24,2018-03-30 21:24,37.79617,-122.46958,37.79264,-122.46964,0.244,At General Douglas MacArthur Tunl - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-03-30 14:56,70,59,10,North,8.1,,Mostly Cloudy
6412,2,2018-01-31 19:00,2018-02-01 1:00,37.74492,-122.40505,37.75251,-122.40279,0.539,At Army St/Potrero Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-31 18:56,57,69,10,West,8.1,,Scattered Clouds
6414,2,2018-02-01 18:31,2018-02-02 0:31,37.792115,-122.469671,37.792115,-122.469671,0,At Presidio of San Francisco - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-01 18:56,63,46,10,West,10.4,,Partly Cloudy
6417,2,2018-02-06 13:38,2018-02-06 19:38,37.741364,-122.407673,37.73821,-122.408108,0.219,At I-280/Alemany Blvd - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-06 13:56,72,22,10,Calm,,,Partly Cloudy
6418,2,2018-02-06 13:38,2018-02-06 19:38,37.74063,-122.40793,37.73539,-122.40918,0.368,Ramp to James Lick Fwy - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-06 13:56,72,22,10,Calm,,,Partly Cloudy
6421,2,2018-02-07 18:54,2018-02-08 0:54,37.7629,-122.40543,37.76199,-122.40596,0.069,At Vermont St - Accident. in the left lane.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-07 18:56,66,56,10,Calm,,,Clear
6422,2,2018-02-07 18:53,2018-02-08 0:53,37.71951,-122.44822,37.71974,-122.44819,0.016,At Geneva Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-07 18:56,66,56,10,Calm,,,Clear
6430,2,2018-02-12 13:06,2018-02-12 19:06,37.77449,-122.40661,37.772645,-122.406768,0.128,Between 7th St/Bryant St and US-101 - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-12 12:56,57,44,10,North,10.4,,Partly Cloudy
6432,2,2018-02-12 16:02,2018-02-12 22:02,37.735925,-122.404772,37.737648,-122.401932,0.196,Between US-101 (San Francisco) and Army St - Accident. Center lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-12 15:56,57,47,10,West,16.1,,Partly Cloudy
6434,2,2018-02-13 16:16,2018-02-13 22:16,37.747416,-122.404203,37.75112,-122.40303,0.264,At Army St/Potrero Ave - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-13 15:56,62.1,32,10,North,3.5,,Partly Cloudy
6435,2,2018-02-13 18:37,2018-02-14 0:37,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-13 18:56,55.9,44,10,West,10.4,,Partly Cloudy
6436,2,2018-02-14 7:48,2018-02-14 13:48,37.74063,-122.40793,37.73515,-122.40685,0.383,At I-280/Alemany Blvd - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-14 7:56,50,71,10,NW,4.6,,Partly Cloudy
6439,2,2018-02-16 9:45,2018-02-16 15:45,37.741791,-122.398019,37.743208,-122.396744,0.12,At Army St - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-16 9:56,53.1,66,10,ENE,3.5,,Clear
6440,2,2018-02-16 11:25,2018-02-16 17:25,37.73251,-122.41368,37.732646,-122.413367,0.02,At US-101 (San Francisco) - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-16 10:56,55,64,10,NE,4.6,,Clear
6442,2,2018-02-16 15:53,2018-02-16 21:53,37.793192,-122.469555,37.793192,-122.469555,0,At General Douglas MacArthur Tunl - Accident. in the left lane.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-16 15:56,63,50,10,West,10.4,,Partly Cloudy
6446,2,2018-02-19 12:47,2018-02-19 18:47,37.818817,-122.478479,37.80815,-122.47665,0.744,At Golden Gate Brg (San Francisco) - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-19 12:56,51.1,41,10,NNE,9.2,,Mostly Cloudy
6450,3,2018-02-24 2:23,2018-02-24 8:23,37.737063,-122.407661,37.741484,-122.407439,0.306,Between I-280/Alemany Blvd and Army St/Potrero Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-24 1:56,43,68,10,Calm,,,Clear
6451,3,2018-02-25 17:36,2018-02-25 23:36,37.73137,-122.42359,37.733135,-122.412309,0.628,Between Alemany Blvd and US-101 (San Francisco) - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-25 17:56,51.1,63,10,West,16.1,,Mostly Cloudy
6452,2,2018-02-26 8:30,2018-02-26 14:30,37.729619,-122.440363,37.7298,-122.439889,0.029,At Monterey Blvd/San Jose Ave - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-26 8:56,48.9,83,8,West,8.1,0.02,Overcast
6454,2,2018-02-27 8:18,2018-02-27 14:18,37.73217,-122.430621,37.73217,-122.430608,0.001,At Alemany Blvd - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-27 7:56,46.9,34,10,NW,8.1,,Partly Cloudy
6455,2,2018-02-27 16:26,2018-02-27 22:26,37.80069,-122.42947,37.80069,-122.42947,0,At Gough St - Accident. Right lane blocked.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-02-27 15:56,57,29,10,Variable,5.8,,Partly Cloudy
6458,3,2018-01-01 3:24,2018-01-01 9:24,37.733506,-122.412098,37.7335,-122.41211,0.001,At US-101 (San Francisco) - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-01 2:56,48,89,8,Calm,,,Scattered Clouds
6461,2,2018-01-05 18:13,2018-01-06 0:13,37.71383,-122.47159,37.7116,-122.47126,0.155,At Brotherhood Way - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-05 17:56,55,83,10,WNW,8.1,0,Light Rain
6462,3,2018-01-05 19:29,2018-01-06 1:29,37.772957,-122.406815,37.772957,-122.406815,0,At 1c - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-05 19:56,54,90,7,WNW,3.5,0,Light Rain
6463,3,2018-01-06 9:44,2018-01-06 15:44,37.778852,-122.45871,37.783807,-122.45907,0.343,Between Anza St and Clement St - Accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-06 9:56,55.9,80,10,WNW,11.5,,Mostly Cloudy
6464,3,2018-01-06 9:44,2018-01-06 15:44,37.783807,-122.45907,37.778852,-122.45871,0.343,Between Clement St and Anza St - Accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-06 9:56,55.9,80,10,WNW,11.5,,Mostly Cloudy
6465,3,2018-01-06 9:44,2018-01-06 15:44,37.78143,-122.456641,37.781329,-122.458908,0.124,At 2nd Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-06 9:56,55.9,80,10,WNW,11.5,,Mostly Cloudy
6466,3,2018-01-06 9:44,2018-01-06 15:44,37.781199,-122.458897,37.78124,-122.458086,0.044,At Palm Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-06 9:56,55.9,80,10,WNW,11.5,,Mostly Cloudy
6467,2,2018-01-08 8:47,2018-01-08 14:47,37.726934,-122.445426,37.724683,-122.447168,0.182,Between Monterey Blvd/San Jose Ave and Geneva Ave - Accident. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-08 8:56,51.1,96,3,Calm,,0.15,Rain
6468,2,2018-01-08 12:36,2018-01-08 18:36,37.70867,-122.47128,37.70011,-122.47171,0.592,At I-280/Junipero Serra Fwy - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-08 12:56,53.1,93,3,ENE,4.6,0.08,Light Rain
6470,2,2018-01-08 17:34,2018-01-08 23:34,37.77056,-122.40589,37.76624,-122.40526,0.3,At US-101 - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-08 17:56,57.9,93,5,SE,6.9,0.11,Rain
6471,2,2018-01-08 18:24,2018-01-09 0:24,37.769351,-122.411119,37.76792,-122.40578,0.308,At I-80/James Lick Skwy - Accident. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-08 18:21,57.9,97,5,Calm,,0.09,Rain
6473,2,2018-01-10 16:36,2018-01-10 22:36,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-10 16:56,55.9,84,10,East,4.6,,Overcast
6475,2,2018-01-10 19:17,2018-01-11 1:17,37.73007,-122.43918,37.73203,-122.43219,0.405,At Monterey Blvd/San Jose Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-10 18:56,57,83,10,WNW,5.8,,Overcast
6477,2,2018-01-12 17:46,2018-01-12 23:46,37.736338,-122.408473,37.736338,-122.408473,0,Ramp to Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-12 17:56,54,86,10,North,6.9,,Mostly Cloudy
6478,2,2018-01-16 7:50,2018-01-16 13:50,37.765912,-122.40523,37.752966,-122.40302,0.903,Between I-80 and Army St/Potrero Ave - Accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-16 7:56,55,86,9,NE,4.6,,Overcast
6479,2,2018-01-17 9:12,2018-01-17 15:12,37.726816,-122.402585,37.725152,-122.401941,0.12,At Paul Ave - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-17 9:20,55,89,3,NE,3.5,,Overcast
6480,2,2018-01-18 17:20,2018-01-18 23:20,37.77304,-122.40657,37.77579,-122.40504,0.208,At 7th St/Bryant St - Accident. in the left lane.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-18 16:56,55,89,3,West,6.9,0,Light Rain
6484,2,2018-01-19 18:41,2018-01-20 0:41,37.7374,-122.40227,37.7335,-122.41211,0.601,At US-101 (San Francisco) - Accident. in the right lane.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-19 18:56,50,68,10,WNW,11.5,,Partly Cloudy
6485,2,2018-01-22 3:53,2018-01-22 9:53,37.744712,-122.395121,37.75007,-122.39176,0.413,At Army St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-22 3:56,54,86,6,SSE,5.8,0.03,Light Rain
6486,2,2018-01-22 7:27,2018-01-22 13:27,37.632441,-122.402692,37.632441,-122.402692,0,At I-380/Access Rd - Accident.,R,San Francisco,San Mateo,US/Pacific,KSFO,2018-01-22 7:56,55.9,90,1.5,WNW,8.1,0.08,Rain
6487,2,2018-01-22 8:18,2018-01-22 8:48,37.769334,-122.410995,37.769334,-122.410995,0,At I-80/James Lick Skwy - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-22 8:14,54,90,5,West,12.7,0.02,Overcast
6488,2,2018-01-22 18:16,2018-01-23 0:16,37.73222,-122.41524,37.73158,-122.42329,0.442,At Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-22 17:56,53.1,71,10,West,11.5,,Scattered Clouds
6492,2,2018-01-25 7:54,2018-01-25 13:54,37.73235,-122.4141,37.732646,-122.413367,0.045,At US-101 (San Francisco) - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-25 7:56,46.9,80,10,SE,4.6,,Scattered Clouds
6493,2,2018-01-25 9:31,2018-01-25 15:31,37.817723,-122.478252,37.819666,-122.478488,0.135,At Golden Gate Brg (Marin County) - Accident. Lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-25 9:56,54,75,10,SSE,5.8,,Mostly Cloudy
6494,2,2018-01-26 12:54,2018-01-26 18:54,37.743742,-122.405772,37.744681,-122.405164,0.073,At Army St/Potrero Ave - Accident. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-26 12:56,53.1,77,10,ENE,6.9,,Scattered Clouds
6495,2,2018-01-26 14:29,2018-01-26 14:59,37.724733,-122.401553,37.7251,-122.40167,0.026,At Bacon St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-26 14:56,54,66,10,North,4.6,,Mostly Cloudy
6496,3,2018-01-26 14:36,2018-01-26 20:36,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-26 14:56,54,66,10,North,4.6,,Mostly Cloudy
6497,2,2018-01-26 17:00,2018-01-26 23:00,37.73222,-122.41524,37.732037,-122.418344,0.17,At Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-26 16:56,53.1,61,10,WNW,11.5,,Mostly Cloudy
6498,2,2018-01-26 17:47,2018-01-26 23:47,37.7374,-122.40227,37.73174,-122.40434,0.407,Ramp to US-101/James Lick Fwy Southbound - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-26 17:56,51.1,63,10,West,10.4,,Scattered Clouds
6499,2,2018-01-26 17:47,2018-01-26 23:47,37.73174,-122.40434,37.72792,-122.40295,0.275,Ramp to Alemany Blvd - Accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-26 17:56,51.1,63,10,West,10.4,,Scattered Clouds
6502,2,2018-01-29 12:05,2018-01-29 18:05,37.77304,-122.40657,37.77579,-122.40504,0.208,At 7th St/Bryant St - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-29 11:56,55.9,72,10,SE,4.6,,Overcast
6503,2,2018-01-29 16:54,2018-01-29 22:54,37.73222,-122.41524,37.732037,-122.418344,0.17,At Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-29 16:56,57,74,10,East,3.5,,Overcast
6509,2,2018-01-30 6:57,2018-01-30 12:57,37.733849,-122.40608,37.732147,-122.405081,0.13,At Bacon St - Accident. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-30 6:56,48,89,10,SSE,4.6,,Partly Cloudy
6510,2,2018-01-30 8:22,2018-01-30 14:22,37.711918,-122.454055,37.711918,-122.454055,0,At Sickles Ave - Accident. Right lane blocked.,L,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-30 7:56,51.1,86,10,Calm,,,Mostly Cloudy
6512,2,2018-01-30 14:58,2018-01-30 20:58,37.77304,-122.40657,37.77579,-122.40504,0.208,At 7th St/Bryant St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-30 14:56,64,56,10,North,4.6,,Mostly Cloudy
6513,2,2018-01-30 17:10,2018-01-30 23:10,37.72049,-122.40014,37.72049,-122.40014,0,At 3rd St/Exit 429B/Exit 429C - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2018-01-30 16:56,62.1,60,10,WNW,9.2,,Mostly Cloudy
6514,2,2017-11-30 19:23,2017-12-01 1:23,37.768357,-122.405993,37.768357,-122.405993,0,At I-80 - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-11-30 18:56,55,77,10,West,8.1,,Clear
6515,2,2017-12-01 8:55,2017-12-01 14:55,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-12-01 8:56,54,86,9,NNW,3.5,,Mostly Cloudy
6519,2,2017-12-01 14:48,2017-12-01 20:48,37.7251,-122.40167,37.73174,-122.40434,0.481,Ramp to I-280/John F Foran Fwy - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-12-01 14:56,59,67,10,West,8.1,,Mostly Cloudy
6520,2,2017-12-01 14:48,2017-12-01 20:48,37.73174,-122.40434,37.73679,-122.40319,0.355,Ramp to I-280/John F Foran Fwy Northbound - Accident. Right lane blocked.,L,San Francisco,San Francisco,US/Pacific,KSFO,2017-12-01 14:56,59,67,10,West,8.1,,Mostly Cloudy
6521,2,2017-12-01 14:48,2017-12-01 20:48,37.74292,-122.397,37.75052,-122.39235,0.583,Ramp to Cesar Chavez St - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-12-01 14:56,59,67,10,West,8.1,,Mostly Cloudy
6523,2,2017-12-01 14:48,2017-12-01 20:48,37.735517,-122.40612,37.735515,-122.406128,0,At US-101 (San Francisco) - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-12-01 14:56,59,67,10,West,8.1,,Mostly Cloudy
6524,2,2017-12-01 14:48,2017-12-01 20:48,37.7374,-122.40227,37.73174,-122.40434,0.407,Ramp to Bacon St - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-12-01 14:56,59,67,10,West,8.1,,Mostly Cloudy
6526,2,2017-12-04 8:34,2017-12-04 14:34,37.73186,-122.418282,37.73235,-122.4141,0.231,Between Alemany Blvd and US-101 (San Francisco) - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-12-04 8:56,54,40,10,NE,5.8,,Partly Cloudy
6528,2,2017-12-06 8:09,2017-12-06 14:09,37.71456,-122.39779,37.70477,-122.39434,0.702,At Alanna Rd/Exit 429A - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-12-06 7:56,51.1,59,10,East,12.7,,Clear
6529,2,2017-12-06 14:07,2017-12-06 20:07,37.73137,-122.42359,37.7319,-122.41589,0.422,At Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-12-06 13:56,61,35,10,East,5.8,,Clear
6534,2,2017-12-12 5:28,2017-12-12 11:28,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-12-12 5:56,45,82,10,South,4.6,,Scattered Clouds
6535,2,2017-12-12 9:37,2017-12-12 15:37,37.720055,-122.397439,37.71973,-122.398691,0.072,At US-101/James Lick Fwy - Accident. Center lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-12-12 9:56,54,75,10,NE,3.5,,Partly Cloudy
6536,2,2017-12-13 7:18,2017-12-13 13:18,37.772957,-122.406815,37.772957,-122.406815,0,At 7th St/Bryant St - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-12-13 6:56,46.9,83,10,SSE,6.9,,Partly Cloudy
6537,2,2017-12-13 9:52,2017-12-13 15:52,37.77304,-122.40657,37.77579,-122.40504,0.208,At 7th St/Bryant St - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-12-13 9:56,53.1,71,10,Calm,,,Partly Cloudy
6538,2,2017-12-14 7:31,2017-12-14 13:31,37.73007,-122.43918,37.73203,-122.43219,0.405,At Monterey Blvd/San Jose Ave - Accident. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-12-14 7:56,46.9,90,9,Calm,,,Partly Cloudy
6539,2,2017-12-14 9:43,2017-12-14 15:43,37.73007,-122.43918,37.73203,-122.43219,0.405,At Monterey Blvd/San Jose Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-12-14 9:56,53.1,80,9,Calm,,,Partly Cloudy
6540,2,2017-12-14 14:26,2017-12-14 20:26,37.73007,-122.43918,37.73203,-122.43219,0.405,At Monterey Blvd/San Jose Ave - Accident. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-12-14 14:56,62.1,58,10,Calm,,,Scattered Clouds
